hour_beginning,location,Pedestrians,Towards Manhattan,Towards Brooklyn,weather_summary,temperature,precipitation,lat,long,events,Location1
1/25/2018 15:00,Brooklyn Bridge,712,324,388,clear-day,34,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/4/2018 6:00,Brooklyn Bridge,13,5,8,partly-cloudy-night,25,0.0019,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/18/2018 23:00,Brooklyn Bridge,30,18,12,clear-night,25,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/29/2017 17:00,Brooklyn Bridge,773,393,380,clear-night,55,0.0011,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/5/2017 20:00,Brooklyn Bridge,393,180,213,partly-cloudy-night,76,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/27/2017 15:00,Brooklyn Bridge,2588,1399,1189,clear-day,24,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/23/2018 14:00,Brooklyn Bridge,484,259,225,partly-cloudy-day,57,0.0116,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/11/2017 3:00,Brooklyn Bridge,8,6,2,clear-night,63,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/28/2017 13:00,Brooklyn Bridge,1193,478,715,clear-day,49,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/20/2017 23:00,Brooklyn Bridge,116,84,32,clear-night,34,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/18/2017 20:00,Brooklyn Bridge,353,184,169,clear-night,62,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/20/2017 1:00,Brooklyn Bridge,7,3,4,partly-cloudy-night,39,0.0003,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/25/2018 20:00,Brooklyn Bridge,83,50,33,clear-night,30,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/1/2018 13:00,Brooklyn Bridge,845,366,479,clear-day,40,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/1/2017 1:00,Brooklyn Bridge,30,17,13,partly-cloudy-night,53,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/6/2017 16:00,Brooklyn Bridge,1186,579,607,clear-day,42,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/16/2017 0:00,Brooklyn Bridge,36,20,16,partly-cloudy-night,49,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/10/2017 17:00,Brooklyn Bridge,539,221,318,partly-cloudy-night,36,0.0043,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/21/2017 18:00,Brooklyn Bridge,800,462,338,clear-night,51,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/12/2017 1:00,Brooklyn Bridge,15,7,8,partly-cloudy-night,63,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/5/2017 9:00,Brooklyn Bridge,700,468,232,partly-cloudy-day,55,0,40.70816397,-73.9995087,Daylight Saving Time ends,"(40.7081639691088, -73.9995087014816)"
1/8/2018 16:00,Brooklyn Bridge,577,261,316,partly-cloudy-day,30,0.0028,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/29/2017 18:00,Brooklyn Bridge,564,247,317,clear-night,19,0.0015,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/3/2017 9:00,Brooklyn Bridge,710,431,279,partly-cloudy-day,43,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/22/2017 3:00,Brooklyn Bridge,25,16,9,clear-night,56,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/22/2017 23:00,Brooklyn Bridge,105,54,51,clear-night,58,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/14/2017 0:00,Brooklyn Bridge,65,24,41,partly-cloudy-night,62,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/4/2017 2:00,Brooklyn Bridge,11,7,4,clear-night,53,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/22/2018 6:00,Brooklyn Bridge,45,20,25,partly-cloudy-night,40,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/31/2017 21:00,Brooklyn Bridge,172,94,78,clear-night,10,0,40.70816397,-73.9995087,New Year's Eve,"(40.7081639691088, -73.9995087014816)"
12/10/2017 16:00,Brooklyn Bridge,1775,832,943,partly-cloudy-day,37,0.0111,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/9/2017 14:00,Brooklyn Bridge,654,339,315,rain,72,0.0056,40.70816397,-73.9995087,Columbus Day (regional holiday),"(40.7081639691088, -73.9995087014816)"
1/16/2018 18:00,Brooklyn Bridge,325,244,81,partly-cloudy-night,34,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/2/2018 6:00,Brooklyn Bridge,27,19,8,partly-cloudy-night,32,0.0005,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/29/2018 4:00,Brooklyn Bridge,2,0,2,clear-night,41,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/22/2017 7:00,Brooklyn Bridge,102,49,53,partly-cloudy-night,35,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/5/2017 4:00,Brooklyn Bridge,5,4,1,partly-cloudy-night,50,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/24/2018 2:00,Brooklyn Bridge,3,1,2,clear-night,41,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/17/2017 15:00,Brooklyn Bridge,1995,983,1012,clear-day,37,0.0019,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/1/2018 2:00,Brooklyn Bridge,1,0,1,clear-night,31,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/13/2017 19:00,Brooklyn Bridge,700,311,389,partly-cloudy-night,63,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/8/2017 19:00,Brooklyn Bridge,289,140,149,partly-cloudy-night,36,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/14/2017 18:00,Brooklyn Bridge,540,345,195,partly-cloudy-night,42,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/6/2017 20:00,Brooklyn Bridge,294,225,69,clear-night,40,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/30/2018 18:00,Brooklyn Bridge,332,255,77,partly-cloudy-night,30,0.0023,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/23/2017 19:00,Brooklyn Bridge,60,36,24,rain,46,0.0325,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/13/2017 4:00,Brooklyn Bridge,10,6,4,partly-cloudy-night,52,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/3/2018 11:00,Brooklyn Bridge,828,439,389,clear-day,26,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/20/2017 6:00,Brooklyn Bridge,89,51,38,partly-cloudy-night,36,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/10/2017 17:00,Brooklyn Bridge,1913,1162,751,clear-day,79,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/19/2017 20:00,Brooklyn Bridge,353,176,177,clear-night,65,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/1/2017 6:00,Brooklyn Bridge,113,88,25,partly-cloudy-night,49,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/8/2017 8:00,Brooklyn Bridge,353,123,230,partly-cloudy-day,39,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/11/2017 8:00,Brooklyn Bridge,437,149,288,clear-day,64,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/3/2017 12:00,Brooklyn Bridge,1666,852,814,clear-day,67,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/16/2017 20:00,Brooklyn Bridge,225,97,128,clear-night,53,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/5/2017 21:00,Brooklyn Bridge,287,125,162,clear-night,75,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/22/2017 8:00,Brooklyn Bridge,387,214,173,clear-day,54,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/9/2017 6:00,Brooklyn Bridge,113,82,31,clear-night,38,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/19/2017 7:00,Brooklyn Bridge,304,144,160,clear-night,53,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/30/2018 6:00,Brooklyn Bridge,11,8,3,partly-cloudy-night,30,0.0055,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/31/2017 20:00,Brooklyn Bridge,184,94,90,clear-night,11,0,40.70816397,-73.9995087,New Year's Eve,"(40.7081639691088, -73.9995087014816)"
10/29/2017 6:00,Brooklyn Bridge,6,4,2,partly-cloudy-night,60,0.011,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/12/2018 1:00,Brooklyn Bridge,5,3,2,partly-cloudy-night,44,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/12/2017 6:00,Brooklyn Bridge,59,33,26,partly-cloudy-night,58,0.0023,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/23/2017 1:00,Brooklyn Bridge,16,9,7,clear-night,57,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/10/2017 11:00,Brooklyn Bridge,1767,866,901,clear-day,35,0.0109,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/16/2018 6:00,Brooklyn Bridge,36,14,22,cloudy,26,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/29/2017 22:00,Brooklyn Bridge,85,55,30,clear-night,43,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/28/2017 13:00,Brooklyn Bridge,4055,1560,2495,clear-day,67,0.0028,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/23/2017 18:00,Brooklyn Bridge,1075,573,502,partly-cloudy-day,68,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/3/2017 1:00,Brooklyn Bridge,18,10,8,clear-night,61,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/19/2018 6:00,Brooklyn Bridge,46,24,22,clear-night,22,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/8/2017 13:00,Brooklyn Bridge,1485,719,766,partly-cloudy-day,47,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/4/2017 13:00,Brooklyn Bridge,1611,811,800,clear-day,71,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/24/2017 10:00,Brooklyn Bridge,1176,625,551,clear-day,41,0,40.70816397,-73.9995087,Black Friday,"(40.7081639691088, -73.9995087014816)"
10/9/2017 9:00,Brooklyn Bridge,477,254,223,partly-cloudy-day,72,0,40.70816397,-73.9995087,Columbus Day (regional holiday),"(40.7081639691088, -73.9995087014816)"
11/19/2017 23:00,Brooklyn Bridge,38,20,18,partly-cloudy-night,40,0.0009,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/7/2018 12:00,Brooklyn Bridge,601,331,270,clear-day,13,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/30/2017 4:00,Brooklyn Bridge,0,0,0,partly-cloudy-night,16,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/18/2017 1:00,Brooklyn Bridge,37,26,11,clear-night,34,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/1/2017 17:00,Brooklyn Bridge,1474,780,694,partly-cloudy-day,56,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/28/2017 6:00,Brooklyn Bridge,16,15,1,clear-night,14,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/3/2017 18:00,Brooklyn Bridge,878,372,506,partly-cloudy-night,70,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/25/2017 18:00,Brooklyn Bridge,1014,363,651,partly-cloudy-night,54,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/16/2017 21:00,Brooklyn Bridge,133,59,74,clear-night,51,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/25/2017 7:00,Brooklyn Bridge,50,29,21,rain,34,0.0707,40.70816397,-73.9995087,Christmas Day,"(40.7081639691088, -73.9995087014816)"
12/1/2017 6:00,Brooklyn Bridge,100,64,36,clear-night,43,0.0004,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/19/2017 19:00,Brooklyn Bridge,398,273,125,clear-night,51,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/11/2017 4:00,Brooklyn Bridge,6,4,2,partly-cloudy-night,34,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/27/2017 5:00,Brooklyn Bridge,6,2,4,cloudy,19,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/14/2017 7:00,Brooklyn Bridge,77,26,51,fog,25,0.0007,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/23/2018 1:00,Brooklyn Bridge,5,4,1,fog,38,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/10/2017 4:00,Brooklyn Bridge,8,6,2,clear-night,68,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/16/2017 6:00,Brooklyn Bridge,58,34,24,partly-cloudy-night,61,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/24/2017 15:00,Brooklyn Bridge,2913,1311,1602,clear-day,50,0,40.70816397,-73.9995087,Black Friday,"(40.7081639691088, -73.9995087014816)"
10/23/2017 6:00,Brooklyn Bridge,83,44,39,partly-cloudy-night,60,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/2/2018 0:00,Brooklyn Bridge,15,2,13,clear-night,14,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/4/2018 16:00,Brooklyn Bridge,258,155,103,snow,27,0.0114,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/5/2018 3:00,Brooklyn Bridge,0,0,0,clear-night,13,0.0004,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/19/2018 1:00,Brooklyn Bridge,12,9,3,clear-night,23,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/5/2017 6:00,Brooklyn Bridge,101,54,47,partly-cloudy-night,63,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/26/2017 19:00,Brooklyn Bridge,332,158,174,clear-night,24,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/14/2017 11:00,Brooklyn Bridge,1022,414,608,partly-cloudy-day,42,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/12/2017 8:00,Brooklyn Bridge,256,77,179,partly-cloudy-day,45,0.0025,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/13/2018 0:00,Brooklyn Bridge,43,30,13,cloudy,56,0.0188,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/18/2018 5:00,Brooklyn Bridge,11,4,7,clear-night,18,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/25/2018 6:00,Brooklyn Bridge,40,18,22,clear-night,23,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/19/2018 20:00,Brooklyn Bridge,104,60,44,clear-night,34,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/13/2017 16:00,Brooklyn Bridge,744,340,404,clear-day,30,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/30/2018 1:00,Brooklyn Bridge,0,0,0,partly-cloudy-night,32,0.0014,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/30/2017 18:00,Brooklyn Bridge,1084,491,593,clear-night,53,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/17/2017 20:00,Brooklyn Bridge,325,223,102,partly-cloudy-night,35,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/8/2018 6:00,Brooklyn Bridge,27,12,15,clear-night,18,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/25/2017 21:00,Brooklyn Bridge,90,47,43,clear-night,28,0.0001,40.70816397,-73.9995087,Christmas Day,"(40.7081639691088, -73.9995087014816)"
1/24/2018 13:00,Brooklyn Bridge,796,359,437,partly-cloudy-day,40,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/23/2017 8:00,Brooklyn Bridge,62,32,30,rain,39,0.026,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/8/2017 4:00,Brooklyn Bridge,2,0,2,clear-night,35,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/13/2017 15:00,Brooklyn Bridge,983,467,516,partly-cloudy-day,47,0.0003,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/12/2017 2:00,Brooklyn Bridge,18,8,10,partly-cloudy-night,38,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/3/2017 6:00,Brooklyn Bridge,84,47,37,clear-night,60,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/4/2018 13:00,Brooklyn Bridge,722,367,355,partly-cloudy-day,38,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/14/2017 1:00,Brooklyn Bridge,7,2,5,clear-night,35,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/18/2017 11:00,Brooklyn Bridge,1581,735,846,clear-day,43,0.0024,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/23/2017 2:00,Brooklyn Bridge,3,1,2,clear-night,33,0,40.70816397,-73.9995087,Thanksgiving Day,"(40.7081639691088, -73.9995087014816)"
1/10/2018 17:00,Brooklyn Bridge,456,207,249,partly-cloudy-night,36,0.0003,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/20/2018 9:00,Brooklyn Bridge,321,202,119,clear-day,40,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/16/2018 21:00,Brooklyn Bridge,61,32,29,partly-cloudy-night,33,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/14/2017 22:00,Brooklyn Bridge,283,143,140,partly-cloudy-night,67,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/21/2018 17:00,Brooklyn Bridge,1015,372,643,partly-cloudy-night,47,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/3/2018 8:00,Brooklyn Bridge,194,91,103,clear-day,14,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/9/2018 9:00,Brooklyn Bridge,311,186,125,clear-day,32,0.0003,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/27/2017 19:00,Brooklyn Bridge,329,234,95,clear-night,44,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/19/2017 4:00,Brooklyn Bridge,6,4,2,cloudy,44,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/11/2017 19:00,Brooklyn Bridge,433,335,98,clear-night,36,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/7/2017 22:00,Brooklyn Bridge,6,4,2,rain,40,0.0426,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/9/2017 21:00,Brooklyn Bridge,300,187,113,partly-cloudy-night,51,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/20/2017 23:00,Brooklyn Bridge,69,39,30,clear-night,41,0.0032,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/7/2017 6:00,Brooklyn Bridge,143,80,63,clear-night,41,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/1/2017 2:00,Brooklyn Bridge,3,2,1,clear-night,45,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/15/2017 11:00,Brooklyn Bridge,1050,494,556,clear-day,45,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/17/2018 9:00,Brooklyn Bridge,82,31,51,snow,33,0.0092,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/10/2018 4:00,Brooklyn Bridge,2,0,2,clear-night,26,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/22/2018 21:00,Brooklyn Bridge,80,55,25,partly-cloudy-night,40,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/4/2017 9:00,Brooklyn Bridge,734,453,281,clear-day,49,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/25/2017 23:00,Brooklyn Bridge,224,144,80,partly-cloudy-night,49,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/15/2018 16:00,Brooklyn Bridge,955,407,548,clear-day,30,0,40.70816397,-73.9995087,Martin Luther King Jr. Day,"(40.7081639691088, -73.9995087014816)"
1/25/2018 21:00,Brooklyn Bridge,102,83,19,clear-night,29,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/2/2018 17:00,Brooklyn Bridge,1207,473,734,clear-night,24,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/12/2017 13:00,Brooklyn Bridge,1926,809,1117,clear-day,45,0.002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/2/2017 10:00,Brooklyn Bridge,1447,921,526,partly-cloudy-day,61,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/13/2017 10:00,Brooklyn Bridge,280,145,135,partly-cloudy-day,41,0.0114,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/9/2017 16:00,Brooklyn Bridge,1532,774,758,partly-cloudy-day,52,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/14/2018 21:00,Brooklyn Bridge,52,26,26,clear-night,18,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/3/2017 7:00,Brooklyn Bridge,175,97,78,partly-cloudy-night,41,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/17/2018 4:00,Brooklyn Bridge,3,1,2,cloudy,35,0.0049,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/26/2017 11:00,Brooklyn Bridge,1444,722,722,partly-cloudy-day,45,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/5/2017 20:00,Brooklyn Bridge,47,38,9,rain,57,0.0362,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
1/3/2018 21:00,Brooklyn Bridge,89,40,49,clear-night,26,0.0012,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/22/2017 7:00,Brooklyn Bridge,84,38,46,partly-cloudy-day,49,0.0089,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/13/2017 14:00,Brooklyn Bridge,2340,1085,1255,partly-cloudy-day,64,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/11/2017 20:00,Brooklyn Bridge,242,122,120,partly-cloudy-night,66,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/16/2017 19:00,Brooklyn Bridge,364,232,132,clear-night,48,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/5/2017 22:00,Brooklyn Bridge,73,34,39,cloudy,59,0,40.70816397,-73.9995087,Daylight Saving Time ends,"(40.7081639691088, -73.9995087014816)"
10/15/2017 13:00,Brooklyn Bridge,2649,1426,1223,partly-cloudy-day,71,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/5/2017 10:00,Brooklyn Bridge,540,274,266,partly-cloudy-day,54,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/18/2017 22:00,Brooklyn Bridge,181,121,60,rain,49,0.0693,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/2/2017 4:00,Brooklyn Bridge,2,0,2,clear-night,49,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/9/2017 20:00,Brooklyn Bridge,59,40,19,partly-cloudy-night,31,0.0029,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/28/2017 21:00,Brooklyn Bridge,59,26,33,clear-night,13,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/2/2017 14:00,Brooklyn Bridge,1719,885,834,clear-day,69,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/20/2017 17:00,Brooklyn Bridge,952,437,515,clear-night,44,0.0035,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/25/2017 22:00,Brooklyn Bridge,158,96,62,clear-night,59,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/29/2017 11:00,Brooklyn Bridge,1838,939,899,clear-day,17,0.0005,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/7/2017 16:00,Brooklyn Bridge,3388,1644,1744,clear-day,77,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/3/2018 22:00,Brooklyn Bridge,42,27,15,partly-cloudy-night,28,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/2/2017 14:00,Brooklyn Bridge,2733,1208,1525,clear-day,47,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/12/2017 23:00,Brooklyn Bridge,23,8,15,partly-cloudy-night,31,0.0001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
11/4/2017 4:00,Brooklyn Bridge,7,5,2,clear-night,48,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/24/2017 9:00,Brooklyn Bridge,677,378,299,partly-cloudy-day,69,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/9/2017 10:00,Brooklyn Bridge,821,396,425,partly-cloudy-day,33,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/17/2017 8:00,Brooklyn Bridge,291,91,200,clear-day,41,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
12/1/2017 23:00,Brooklyn Bridge,141,113,28,clear-night,39,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
10/13/2017 9:00,Brooklyn Bridge,500,271,229,partly-cloudy-day,55,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
