hour_beginning,location,Pedestrians,Towards Manhattan,Towards Brooklyn,weather_summary,temperature,precipitation,lat,long,events,Location1
2/27/2018 7:00,Brooklyn Bridge,196,90,106,clear-day,37,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/9/2018 1:00,Brooklyn Bridge,18,11,7,clear-night,53,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/11/2018 17:00,Brooklyn Bridge,2446,1226,1220,clear-day,72,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/12/2018 4:00,Brooklyn Bridge,8,0,8,rain,60,0.0289,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/12/2018 7:00,Brooklyn Bridge,262,109,153,clear-day,59,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/26/2018 2:00,Brooklyn Bridge,31,21,10,clear-night,73,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/9/2018 7:00,Brooklyn Bridge,103,36,67,clear-night,25,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/2/2018 20:00,Brooklyn Bridge,1025,425,600,partly-cloudy-night,83,0.0004,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/21/2018 12:00,Brooklyn Bridge,130,62,68,snow,32,0.0113,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/18/2018 9:00,Brooklyn Bridge,527,249,278,partly-cloudy-day,40,0.0003,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/20/2018 1:00,Brooklyn Bridge,13,6,7,cloudy,56,0.0013,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/25/2018 6:00,Brooklyn Bridge,169,77,92,clear-day,61,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/1/2018 7:00,Brooklyn Bridge,124,55,69,cloudy,65,0.0035,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/26/2018 21:00,Brooklyn Bridge,1060,336,724,clear-night,76,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/19/2018 17:00,Brooklyn Bridge,802,419,383,partly-cloudy-day,45,0.0031,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/6/2018 2:00,Brooklyn Bridge,12,8,4,partly-cloudy-night,60,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/6/2018 19:00,Brooklyn Bridge,321,185,136,partly-cloudy-night,39,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/23/2018 21:00,Brooklyn Bridge,311,139,172,clear-night,50,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/15/2018 7:00,Brooklyn Bridge,232,102,130,fog,62,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/1/2018 22:00,Brooklyn Bridge,289,114,175,clear-night,70,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/31/2018 14:00,Brooklyn Bridge,1071,516,555,cloudy,66,0.0097,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/29/2018 9:00,Brooklyn Bridge,656,442,214,partly-cloudy-day,49,0.0003,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/14/2018 5:00,Brooklyn Bridge,19,13,6,clear-night,61,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/20/2018 16:00,Brooklyn Bridge,717,370,347,partly-cloudy-day,37,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/18/2018 3:00,Brooklyn Bridge,1,0,1,partly-cloudy-night,37,0.0003,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/10/2018 7:00,Brooklyn Bridge,93,51,42,clear-day,31,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/11/2018 14:00,Brooklyn Bridge,2270,1009,1261,clear-day,69,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/21/2018 2:00,Brooklyn Bridge,2,0,2,cloudy,38,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/25/2018 12:00,Brooklyn Bridge,1548,737,811,partly-cloudy-day,41,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/30/2018 3:00,Brooklyn Bridge,8,5,3,partly-cloudy-night,48,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/17/2018 18:00,Brooklyn Bridge,1836,944,892,partly-cloudy-day,71,0.0012,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/27/2018 10:00,Brooklyn Bridge,416,253,163,rain,62,0.0662,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/23/2018 22:00,Brooklyn Bridge,468,221,247,clear-night,72,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/18/2018 23:00,Brooklyn Bridge,85,36,49,clear-night,36,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/28/2018 18:00,Brooklyn Bridge,2464,1147,1317,cloudy,66,0,40.70816397,-73.9995087,Memorial Day,"(40.7081639691088, -73.9995087014816)"
5/10/2018 9:00,Brooklyn Bridge,659,384,275,partly-cloudy-day,55,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/16/2018 10:00,Brooklyn Bridge,848,458,390,partly-cloudy-day,64,0.002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/3/2018 20:00,Brooklyn Bridge,86,62,24,cloudy,40,0.0032,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/25/2018 5:00,Brooklyn Bridge,7,4,3,cloudy,53,0.0123,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/17/2018 20:00,Brooklyn Bridge,290,157,133,partly-cloudy-night,41,0.0004,40.70816397,-73.9995087,Tax Day,"(40.7081639691088, -73.9995087014816)"
3/14/2018 23:00,Brooklyn Bridge,67,53,14,partly-cloudy-night,33,0.0011,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/16/2018 22:00,Brooklyn Bridge,75,45,30,clear-night,32,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/28/2018 0:00,Brooklyn Bridge,11,8,3,cloudy,38,0.0017,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/14/2018 7:00,Brooklyn Bridge,136,62,74,clear-night,31,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/8/2018 3:00,Brooklyn Bridge,0,0,0,partly-cloudy-night,34,0.005,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/22/2018 12:00,Brooklyn Bridge,1008,582,426,rain,43,0.0325,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/24/2018 10:00,Brooklyn Bridge,1424,833,591,clear-day,73,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/17/2018 5:00,Brooklyn Bridge,15,6,9,cloudy,56,0.0158,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/29/2018 22:00,Brooklyn Bridge,396,152,244,clear-night,74,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/11/2018 10:00,Brooklyn Bridge,1270,659,611,clear-day,36,0,40.70816397,-73.9995087,Daylight Saving Time starts,"(40.7081639691088, -73.9995087014816)"
4/2/2018 0:00,Brooklyn Bridge,26,16,10,clear-night,43,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/22/2018 17:00,Brooklyn Bridge,477,278,199,rain,60,0.0293,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/1/2018 22:00,Brooklyn Bridge,428,196,232,clear-night,71,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/9/2018 18:00,Brooklyn Bridge,1727,982,745,clear-day,67,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/19/2018 14:00,Brooklyn Bridge,1365,654,711,clear-day,43,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/9/2018 11:00,Brooklyn Bridge,1007,501,506,partly-cloudy-day,36,0.0029,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/20/2018 11:00,Brooklyn Bridge,653,297,356,clear-day,32,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/16/2018 17:00,Brooklyn Bridge,1236,627,609,partly-cloudy-day,38,0.0017,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/21/2018 22:00,Brooklyn Bridge,295,106,189,clear-night,63,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/9/2018 8:00,Brooklyn Bridge,272,96,176,clear-day,32,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/24/2018 5:00,Brooklyn Bridge,65,37,28,clear-night,64,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/2/2018 12:00,Brooklyn Bridge,823,450,373,snow,35,0.0093,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/11/2018 21:00,Brooklyn Bridge,180,79,101,partly-cloudy-night,44,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/10/2018 22:00,Brooklyn Bridge,87,59,28,rain,61,0.0851,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/29/2018 8:00,Brooklyn Bridge,284,75,209,partly-cloudy-day,47,0.0015,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/17/2018 15:00,Brooklyn Bridge,1876,821,1055,cloudy,36,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/15/2018 21:00,Brooklyn Bridge,210,158,52,partly-cloudy-night,55,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/23/2018 20:00,Brooklyn Bridge,360,209,151,partly-cloudy-night,44,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/12/2018 23:00,Brooklyn Bridge,11,6,5,partly-cloudy-night,36,0.0028,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/19/2018 14:00,Brooklyn Bridge,1559,717,842,cloudy,46,0.0003,40.70816397,-73.9995087,Presidents' Day (regional holiday),"(40.7081639691088, -73.9995087014816)"
4/11/2018 11:00,Brooklyn Bridge,1264,666,598,clear-day,46,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/25/2018 23:00,Brooklyn Bridge,43,11,32,partly-cloudy-night,38,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/6/2018 5:00,Brooklyn Bridge,20,11,9,clear-night,27,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/15/2018 21:00,Brooklyn Bridge,18,12,6,rain,38,0.0488,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/4/2018 22:00,Brooklyn Bridge,364,141,223,clear-night,79,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/6/2018 15:00,Brooklyn Bridge,903,426,477,partly-cloudy-day,36,0.0012,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/27/2018 18:00,Brooklyn Bridge,1140,603,537,partly-cloudy-day,40,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/1/2018 23:00,Brooklyn Bridge,13,11,2,rain,44,0.2712,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/5/2018 12:00,Brooklyn Bridge,2854,1574,1280,clear-day,68,0,40.70816397,-73.9995087,Cinco de Mayo,"(40.7081639691088, -73.9995087014816)"
2/11/2018 17:00,Brooklyn Bridge,301,172,129,partly-cloudy-day,55,0.0137,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/10/2018 23:00,Brooklyn Bridge,75,24,51,partly-cloudy-night,61,0.002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/8/2018 15:00,Brooklyn Bridge,1947,822,1125,partly-cloudy-day,43,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/19/2018 0:00,Brooklyn Bridge,53,26,27,cloudy,47,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/11/2018 5:00,Brooklyn Bridge,25,17,8,partly-cloudy-night,32,0,40.70816397,-73.9995087,Daylight Saving Time starts,"(40.7081639691088, -73.9995087014816)"
2/28/2018 10:00,Brooklyn Bridge,644,348,296,clear-day,46,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/15/2018 11:00,Brooklyn Bridge,1021,439,582,cloudy,41,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/21/2018 9:00,Brooklyn Bridge,456,200,256,cloudy,59,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/8/2018 0:00,Brooklyn Bridge,70,40,30,clear-night,38,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/17/2018 10:00,Brooklyn Bridge,1037,582,455,clear-day,34,0.0016,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/7/2018 23:00,Brooklyn Bridge,31,25,6,partly-cloudy-night,36,0.0037,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/8/2018 18:00,Brooklyn Bridge,1709,950,759,partly-cloudy-day,78,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/22/2018 17:00,Brooklyn Bridge,187,99,88,rain,38,0.0459,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/13/2018 1:00,Brooklyn Bridge,2,0,2,clear-night,31,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/22/2018 0:00,Brooklyn Bridge,33,19,14,cloudy,57,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/5/2018 22:00,Brooklyn Bridge,49,24,25,clear-night,36,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/3/2018 7:00,Brooklyn Bridge,75,36,39,partly-cloudy-day,37,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/7/2018 10:00,Brooklyn Bridge,966,554,412,cloudy,63,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/24/2018 15:00,Brooklyn Bridge,2032,928,1104,clear-day,81,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/22/2018 22:00,Brooklyn Bridge,151,124,27,partly-cloudy-night,37,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/22/2018 1:00,Brooklyn Bridge,31,15,16,clear-night,50,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/16/2018 12:00,Brooklyn Bridge,1097,556,541,clear-day,55,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/9/2018 21:00,Brooklyn Bridge,112,69,43,clear-night,36,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/5/2018 22:00,Brooklyn Bridge,44,22,22,clear-night,26,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/13/2018 12:00,Brooklyn Bridge,1966,958,1008,clear-day,72,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/5/2018 15:00,Brooklyn Bridge,3390,1490,1900,clear-day,71,0,40.70816397,-73.9995087,Cinco de Mayo,"(40.7081639691088, -73.9995087014816)"
4/3/2018 3:00,Brooklyn Bridge,6,2,4,clear-night,36,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/10/2018 18:00,Brooklyn Bridge,205,151,54,partly-cloudy-night,44,0.0061,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/30/2018 17:00,Brooklyn Bridge,664,288,376,partly-cloudy-day,49,0.0019,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/11/2018 22:00,Brooklyn Bridge,50,32,18,cloudy,54,0.0106,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/9/2018 11:00,Brooklyn Bridge,2084,1239,845,clear-day,76,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/11/2018 0:00,Brooklyn Bridge,139,118,21,clear-night,34,0,40.70816397,-73.9995087,Daylight Saving Time starts,"(40.7081639691088, -73.9995087014816)"
5/4/2018 21:00,Brooklyn Bridge,673,289,384,partly-cloudy-night,76,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/5/2018 11:00,Brooklyn Bridge,1658,929,729,partly-cloudy-day,71,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/16/2018 15:00,Brooklyn Bridge,518,220,298,rain,59,0.0458,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/7/2018 10:00,Brooklyn Bridge,203,99,104,partly-cloudy-day,36,0.0139,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/21/2018 9:00,Brooklyn Bridge,991,534,457,clear-day,64,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/15/2018 21:00,Brooklyn Bridge,202,100,102,clear-night,65,0.0055,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/6/2018 10:00,Brooklyn Bridge,426,254,172,partly-cloudy-day,29,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/28/2018 15:00,Brooklyn Bridge,1865,844,1021,partly-cloudy-day,48,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/30/2018 0:00,Brooklyn Bridge,34,14,20,partly-cloudy-night,47,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/24/2018 12:00,Brooklyn Bridge,1805,772,1033,partly-cloudy-day,61,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/11/2018 1:00,Brooklyn Bridge,11,5,6,clear-night,37,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/8/2018 7:00,Brooklyn Bridge,288,96,192,clear-day,60,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/8/2018 21:00,Brooklyn Bridge,159,136,23,clear-night,28,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/5/2018 8:00,Brooklyn Bridge,312,148,164,clear-day,34,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/15/2018 5:00,Brooklyn Bridge,6,4,2,partly-cloudy-night,32,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/24/2018 12:00,Brooklyn Bridge,2127,1012,1115,partly-cloudy-day,52,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/17/2018 22:00,Brooklyn Bridge,344,131,213,clear-night,64,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/18/2018 17:00,Brooklyn Bridge,2290,1075,1215,cloudy,62,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/26/2018 19:00,Brooklyn Bridge,1613,817,796,clear-day,65,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/14/2018 14:00,Brooklyn Bridge,1032,490,542,partly-cloudy-day,48,0,40.70816397,-73.9995087,Valentine's Day,"(40.7081639691088, -73.9995087014816)"
3/12/2018 8:00,Brooklyn Bridge,188,69,119,clear-day,32,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/30/2018 23:00,Brooklyn Bridge,139,57,82,partly-cloudy-night,61,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/28/2018 15:00,Brooklyn Bridge,1092,525,567,clear-day,59,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/25/2018 5:00,Brooklyn Bridge,2,1,1,rain,42,0.1129,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/4/2018 18:00,Brooklyn Bridge,1817,1078,739,partly-cloudy-day,69,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/20/2018 1:00,Brooklyn Bridge,13,4,9,clear-night,34,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/15/2018 13:00,Brooklyn Bridge,1110,546,564,partly-cloudy-day,51,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/22/2018 14:00,Brooklyn Bridge,2887,1271,1616,clear-day,62,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/12/2018 19:00,Brooklyn Bridge,765,359,406,clear-day,55,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/13/2018 6:00,Brooklyn Bridge,55,27,28,clear-night,27,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/20/2018 2:00,Brooklyn Bridge,5,3,2,fog,46,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/2/2018 22:00,Brooklyn Bridge,69,30,39,clear-night,38,0.0006,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/25/2018 13:00,Brooklyn Bridge,2282,1047,1235,clear-day,83,0.0008,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/7/2018 18:00,Brooklyn Bridge,95,92,3,rain,41,0.0922,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/27/2018 7:00,Brooklyn Bridge,34,18,16,rain,64,0.0441,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/26/2018 1:00,Brooklyn Bridge,0,0,0,rain,53,0.0491,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/3/2018 2:00,Brooklyn Bridge,0,0,0,partly-cloudy-night,36,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/17/2018 10:00,Brooklyn Bridge,593,387,206,partly-cloudy-day,59,0.012,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/19/2018 6:00,Brooklyn Bridge,29,16,13,cloudy,50,0.015,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/28/2018 1:00,Brooklyn Bridge,21,14,7,partly-cloudy-night,50,0.0017,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/22/2018 22:00,Brooklyn Bridge,122,63,59,cloudy,57,0.0005,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/13/2018 16:00,Brooklyn Bridge,796,436,360,partly-cloudy-day,39,0.0084,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/12/2018 13:00,Brooklyn Bridge,1328,617,711,clear-day,42,0.0007,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/27/2018 0:00,Brooklyn Bridge,218,80,138,clear-night,75,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/10/2018 20:00,Brooklyn Bridge,286,144,142,partly-cloudy-night,45,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/13/2018 5:00,Brooklyn Bridge,15,10,5,cloudy,52,0,40.70816397,-73.9995087,Mother's Day,"(40.7081639691088, -73.9995087014816)"
6/2/2018 19:00,Brooklyn Bridge,1810,801,1009,partly-cloudy-day,80,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/23/2018 4:00,Brooklyn Bridge,2,0,2,partly-cloudy-night,36,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/2/2018 13:00,Brooklyn Bridge,2722,1005,1717,clear-day,83,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/9/2018 2:00,Brooklyn Bridge,2,1,1,clear-night,26,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/18/2018 18:00,Brooklyn Bridge,969,373,596,clear-night,41,0.001,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/26/2018 3:00,Brooklyn Bridge,1,0,1,clear-night,34,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
6/4/2018 17:00,Brooklyn Bridge,1799,975,824,partly-cloudy-day,70,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/27/2018 8:00,Brooklyn Bridge,227,87,140,partly-cloudy-day,54,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/24/2018 17:00,Brooklyn Bridge,1529,732,797,clear-day,58,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/31/2018 1:00,Brooklyn Bridge,25,10,15,clear-night,43,0.0003,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/4/2018 18:00,Brooklyn Bridge,840,339,501,partly-cloudy-night,39,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/16/2018 8:00,Brooklyn Bridge,16,6,10,rain,44,0.1413,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/6/2018 18:00,Brooklyn Bridge,1533,668,865,partly-cloudy-day,59,0.0002,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/2/2018 5:00,Brooklyn Bridge,65,43,22,clear-night,61,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/21/2018 20:00,Brooklyn Bridge,1005,369,636,clear-night,56,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/13/2018 17:00,Brooklyn Bridge,2276,1226,1050,clear-day,77,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/1/2018 8:00,Brooklyn Bridge,276,90,186,clear-day,46,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/7/2018 17:00,Brooklyn Bridge,2225,1064,1161,partly-cloudy-day,69,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/24/2018 18:00,Brooklyn Bridge,2061,1157,904,clear-day,80,0.0017,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/26/2018 19:00,Brooklyn Bridge,401,255,146,clear-night,46,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/11/2018 15:00,Brooklyn Bridge,2232,1136,1096,clear-day,43,0.0056,40.70816397,-73.9995087,Daylight Saving Time starts,"(40.7081639691088, -73.9995087014816)"
3/14/2018 2:00,Brooklyn Bridge,1,0,1,clear-night,32,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
5/6/2018 20:00,Brooklyn Bridge,697,330,367,partly-cloudy-night,59,0.0004,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
3/25/2018 8:00,Brooklyn Bridge,163,85,78,partly-cloudy-day,35,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
2/24/2018 6:00,Brooklyn Bridge,37,27,10,partly-cloudy-night,42,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/22/2018 13:00,Brooklyn Bridge,2910,1396,1514,clear-day,60,0,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
4/20/2018 12:00,Brooklyn Bridge,2156,866,1290,clear-day,45,0.0094,40.70816397,-73.9995087,,"(40.7081639691088, -73.9995087014816)"
